image,prompt,path
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000126.png,Add a apple,000126_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000126.png,Add a cake,000126_cake.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000126.png,Add a cup,000126_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000126.png,Add a plate,000126_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000126.png,Add a stool,000126_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000126.png,Add a painting,000126_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000126.png,Add a book,000126_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000126.png,Add a cat,000126_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000133.png,Add a cup,000133_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000133.png,Add a plate,000133_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000133.png,Add a stool,000133_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000133.png,Add a painting,000133_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a apple,000161_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a cake,000161_cake.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a cup,000161_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a plate,000161_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a vase,000161_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a stool,000161_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a painting,000161_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a lamp,000161_lamp.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a book,000161_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a bag,000161_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a cushion,000161_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a shoes,000161_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a pencil,000161_pencil.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a cat,000161_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000161.png,Add a computer,000161_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000168.png,Add a apple,000168_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000168.png,Add a cup,000168_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000168.png,Add a vase,000168_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000168.png,Add a painting,000168_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000168.png,Add a lamp,000168_lamp.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000168.png,Add a book,000168_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000168.png,Add a computer,000168_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a apple,000182_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a cup,000182_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a vase,000182_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a stool,000182_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a painting,000182_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a lamp,000182_lamp.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a book,000182_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a bag,000182_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a cushion,000182_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a shoes,000182_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a pencil,000182_pencil.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a cat,000182_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000182.png,Add a computer,000182_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000189.png,Add a apple,000189_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000189.png,Add a cup,000189_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000189.png,Add a vase,000189_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000189.png,Add a painting,000189_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000189.png,Add a lamp,000189_lamp.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000189.png,Add a book,000189_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000189.png,Add a pencil,000189_pencil.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000189.png,Add a computer,000189_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000196.png,Add a apple,000196_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000196.png,Add a cake,000196_cake.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000196.png,Add a cup,000196_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000196.png,Add a plate,000196_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000196.png,Add a painting,000196_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000196.png,Add a book,000196_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000196.png,Add a computer,000196_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000203.png,Add a apple,000203_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000203.png,Add a cake,000203_cake.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000203.png,Add a cup,000203_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000203.png,Add a plate,000203_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000203.png,Add a book,000203_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000210.png,Add a apple,000210_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000210.png,Add a cake,000210_cake.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000210.png,Add a cup,000210_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000210.png,Add a plate,000210_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000210.png,Add a vase,000210_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000210.png,Add a painting,000210_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000210.png,Add a book,000210_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000210.png,Add a bag,000210_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000210.png,Add a cushion,000210_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000210.png,Add a computer,000210_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000217.png,Add a apple,000217_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000217.png,Add a cup,000217_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000217.png,Add a vase,000217_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000217.png,Add a painting,000217_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000217.png,Add a lamp,000217_lamp.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000217.png,Add a book,000217_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000217.png,Add a cushion,000217_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000217.png,Add a pencil,000217_pencil.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000217.png,Add a cat,000217_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000231.png,Add a stool,000231_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000231.png,Add a book,000231_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000231.png,Add a bag,000231_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000231.png,Add a cushion,000231_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000231.png,Add a shoes,000231_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000231.png,Add a pencil,000231_pencil.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000231.png,Add a cat,000231_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000231.png,Add a computer,000231_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a apple,000238_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a cake,000238_cake.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a cup,000238_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a plate,000238_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a vase,000238_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a stool,000238_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a book,000238_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a bag,000238_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a cushion,000238_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a shoes,000238_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a cat,000238_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000238.png,Add a computer,000238_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000245.png,Add a cup,000245_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000245.png,Add a vase,000245_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000245.png,Add a stool,000245_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000245.png,Add a painting,000245_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000245.png,Add a lamp,000245_lamp.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000245.png,Add a bag,000245_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000245.png,Add a cushion,000245_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000245.png,Add a shoes,000245_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000266.png,Add a cake,000266_cake.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000266.png,Add a cup,000266_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000266.png,Add a plate,000266_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000266.png,Add a vase,000266_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000266.png,Add a painting,000266_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000266.png,Add a book,000266_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000266.png,Add a cushion,000266_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000266.png,Add a shoes,000266_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a cake,000273_cake.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a cup,000273_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a plate,000273_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a stool,000273_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a painting,000273_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a lamp,000273_lamp.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a book,000273_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a bag,000273_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a cushion,000273_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a shoes,000273_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a pencil,000273_pencil.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a cat,000273_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000273.png,Add a computer,000273_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a cup,000280_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a vase,000280_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a stool,000280_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a painting,000280_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a lamp,000280_lamp.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a book,000280_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a bag,000280_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a cushion,000280_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a shoes,000280_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a pencil,000280_pencil.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a cat,000280_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000280.png,Add a computer,000280_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000301.png,Add a stool,000301_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000301.png,Add a book,000301_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000301.png,Add a bag,000301_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000301.png,Add a cushion,000301_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000301.png,Add a shoes,000301_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000301.png,Add a pencil,000301_pencil.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000301.png,Add a cat,000301_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000301.png,Add a computer,000301_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a apple,000308_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a cake,000308_cake.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a cup,000308_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a plate,000308_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a vase,000308_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a stool,000308_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a painting,000308_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a lamp,000308_lamp.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a book,000308_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a bag,000308_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a cushion,000308_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a shoes,000308_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a pencil,000308_pencil.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a cat,000308_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000308.png,Add a computer,000308_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a apple,000315_apple.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a cake,000315_cake.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a cup,000315_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a plate,000315_plate.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a vase,000315_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a stool,000315_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a painting,000315_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a book,000315_book.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a bag,000315_bag.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a cushion,000315_cushion.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a shoes,000315_shoes.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a pencil,000315_pencil.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a cat,000315_cat.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000315.png,Add a computer,000315_computer.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000336.png,Add a cup,000336_cup.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000336.png,Add a vase,000336_vase.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000336.png,Add a stool,000336_stool.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000336.png,Add a painting,000336_painting.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000336.png,Add a lamp,000336_lamp.png
https://raw.githubusercontent.com/asharma381/cs291I/main/backend/original_images/000336.png,Add a book,000336_book.png
